dataset/export/armas (1609).jpg.rf.e429b1c180cafd4eba644cafed84e22f.jpg,0,384,1,415,pistol
dataset/export/armas (2239).jpg.rf.af3d5adb05e702397e00eb52542ffdb8.jpg,3,388,5,408,pistol
dataset/export/armas (2928).jpg.rf.ec92c6b34b22fb77922a3c6b44f8b424.jpg,74,168,263,309,pistol
dataset/export/armas (2858).jpg.rf.23c339457f614f3afeecd28db48e6479.jpg,36,156,246,314,pistol
dataset/export/armas (2008).jpg.rf.50e156cb0efd9d80e57837fe5c31655e.jpg,10,137,154,334,pistol
dataset/export/armas (1613).jpg.rf.91396edafcc49b9b47245603a77f8550.jpg,22,358,98,408,pistol
dataset/export/armas (942).jpg.rf.33a8ab39c782d9d3217701efd9e9c473.jpg,120,244,180,296,pistol
dataset/export/armas (2859).jpg.rf.d6687b6f5cf56bda6aac61550fe13f09.jpg,3,281,42,342,pistol
dataset/export/armas (1695).jpg.rf.7309f280572727fac9c3dbcb17f4095c.jpg,66,312,164,316,pistol
dataset/export/armas (2781).jpg.rf.9868f1db1901cd9f5bee8441c5ec95ca.jpg,129,185,183,269,pistol
dataset/export/armas (359).jpg.rf.d19662281d18b7d3f6493304ac2784eb.jpg,55,288,76,318,pistol
dataset/export/armas (1911).jpg.rf.eeb8f2d2cfc5d5ba315e532d679e71bc.jpg,43,76,208,223,pistol
dataset/export/armas (140).jpg.rf.c86ca83808c3b3071f7138585a48d2de.jpg,43,237,61,395,pistol
dataset/export/armas (2706).jpg.rf.764508af20ab915eee67ee9ef8f8edb9.jpg,3,395,10,408,pistol
dataset/export/armas (1582).jpg.rf.a0504e73a424c3e4ce5ec3a77bc5eb54.jpg,9,352,147,387,pistol
dataset/export/armas (1582).jpg.rf.a0504e73a424c3e4ce5ec3a77bc5eb54.jpg,1,87,125,285,pistol
dataset/export/armas (1582).jpg.rf.a0504e73a424c3e4ce5ec3a77bc5eb54.jpg,9,100,312,415,pistol
dataset/export/armas (2140).jpg.rf.a1a4e949c7d965b1cb67f843366c9999.jpg,55,134,86,270,pistol
dataset/export/armas (2140).jpg.rf.a1a4e949c7d965b1cb67f843366c9999.jpg,67,259,221,309,pistol
dataset/export/armas (2140).jpg.rf.a1a4e949c7d965b1cb67f843366c9999.jpg,139,315,252,359,pistol
dataset/export/armas (2140).jpg.rf.a1a4e949c7d965b1cb67f843366c9999.jpg,197,338,305,403,pistol
dataset/export/armas (2140).jpg.rf.a1a4e949c7d965b1cb67f843366c9999.jpg,143,223,204,390,pistol
dataset/export/armas (769).jpg.rf.a5e337d2bed668a79227d45384579778.jpg,4,358,9,399,pistol
dataset/export/armas (527).jpg.rf.14d130303449843857bdf47e79d2f2f5.jpg,11,253,27,369,pistol
dataset/export/armas (1370).jpg.rf.1959eb215e92975d2d1c7901fd33e593.jpg,32,336,86,391,pistol
dataset/export/armas (2820).jpg.rf.f9e6a02927074b64b23a01492589ae32.jpg,65,92,202,277,pistol
dataset/export/armas (2643).jpg.rf.902aa1f12be6c9c86fc0e3049e07728c.jpg,0,411,3,413,pistol
dataset/export/armas (1979).jpg.rf.9f9f66c2436141392048cc33180a0b96.jpg,56,395,131,415,pistol
dataset/export/armas (2117).jpg.rf.15f412b33fdad4958e8e83e3d7d119ca.jpg,54,200,252,406,pistol
dataset/export/armas (184).jpg.rf.5fb3fc81aaa800eaedf1fdd8481c158b.jpg,104,161,244,319,pistol
dataset/export/armas (1327).jpg.rf.ce0467fbb4087e02e30610d2c9d95a40.jpg,18,366,54,406,pistol
dataset/export/armas (1577).jpg.rf.b177eb63d061be5c11eea0f6483b66a0.jpg,29,350,144,382,pistol
dataset/export/armas (393).jpg.rf.6642f1836e305915bec3448b91f3c410.jpg,1,397,57,415,pistol
dataset/export/armas (2207).jpg.rf.0e2a1357bd85e629ac70c8d66f187328.jpg,8,367,10,411,pistol
dataset/export/armas (2093).jpg.rf.b096e4fafcc2bae7da28d9fd9fae099e.jpg,23,154,130,283,pistol
dataset/export/armas (1184).jpg.rf.7bfd673f9d28eba16e8139b8076899df.jpg,176,213,327,396,pistol
dataset/export/armas (1594).jpg.rf.9f2e9241b338eecc7a0829165914b869.jpg,77,230,107,270,pistol
dataset/export/armas (1594).jpg.rf.9f2e9241b338eecc7a0829165914b869.jpg,81,239,209,327,pistol
dataset/export/armas (163).jpg.rf.6eda7b11ebf1b7ee26b3224110b9304f.jpg,35,130,109,202,pistol
dataset/export/armas (964).jpg.rf.59a231c7f797206c24f84dfebfb08d6e.jpg,30,198,41,200,pistol
dataset/export/armas (1615).jpg.rf.cb461952228d414e68d9ad534ea24f1a.jpg,158,317,226,398,pistol
dataset/export/armas (71).jpg.rf.12be905d2d96171970948a208661adf3.jpg,147,314,198,389,pistol
dataset/export/armas (891).jpg.rf.3fcd6500a0be189354b300fc353fff41.jpg,99,153,247,290,pistol
dataset/export/armas (995).jpg.rf.5c2fff94e27639a4f2571a0de906399c.jpg,27,144,128,265,pistol
dataset/export/armas (576).jpg.rf.f063f3cd84ca4b3432a519c4fa843120.jpg,107,301,215,405,pistol
dataset/export/armas (2604).jpg.rf.a34c784d56d2db829a8ad067a1e83d4b.jpg,7,400,10,409,pistol
dataset/export/armas (1900).jpg.rf.3d388173617b1cec4958d7b9946bff7d.jpg,152,229,243,377,pistol
dataset/export/armas (1153).jpg.rf.07dcfda9a7dff27add7d31606296d3df.jpg,103,140,187,305,pistol
dataset/export/armas (2493).jpg.rf.c5d656d1eb274883e1266a56613fa6bb.jpg,10,400,14,402,pistol
dataset/export/armas (11).jpg.rf.df047aa74930e2ceeb329845f09d06a0.jpg,121,200,132,211,pistol
dataset/export/armas (11).jpg.rf.df047aa74930e2ceeb329845f09d06a0.jpg,12,65,129,236,pistol
dataset/export/armas (2600).jpg.rf.150f9b1aea25ccaa6e85e4462ea62f25.jpg,3,400,5,402,pistol
dataset/export/armas (1352).jpg.rf.17f3fe0e6abae78f57f76d7fe30a1069.jpg,50,355,94,414,pistol
dataset/export/armas (220).jpg.rf.d3564a592718cd5ebea3d14fcf171790.jpg,77,395,130,403,pistol
dataset/export/armas (1581).jpg.rf.c40cbcfcece931c667de52a7d2fdb637.jpg,12,173,44,369,pistol
dataset/export/armas (2803).jpg.rf.da9cc8059ad9a1a1b56232e8f2c219c6.jpg,49,131,56,150,pistol
dataset/export/armas (2512).jpg.rf.6a7148b5794dd775d746da34220518d0.jpg,3,392,16,408,pistol
dataset/export/armas (1838).jpg.rf.a7392ab420fccdb8f9582f908191906d.jpg,11,404,20,407,pistol
dataset/export/armas (671).jpg.rf.fef5a161a70f0a549b96deed7cb5faaa.jpg,26,297,114,322,pistol
dataset/export/armas (2052).jpg.rf.ea2848643d96a84e15dd587499c4acd5.jpg,4,407,13,412,pistol
dataset/export/armas (2566).jpg.rf.ca1c64541453213d7801f8f6628ded7a.jpg,0,402,10,408,pistol
dataset/export/armas (2742).jpg.rf.b0fd9c527d4f41c2bff021ebb3ce4076.jpg,10,399,14,406,pistol
dataset/export/armas (1589).jpg.rf.129db30e0fff1fe291323707b04df3f2.jpg,30,282,58,378,pistol
dataset/export/armas (1086).jpg.rf.0f0c2e09ed0aa16d3f93b484c386f274.jpg,131,174,344,395,pistol
dataset/export/armas (1086).jpg.rf.0f0c2e09ed0aa16d3f93b484c386f274.jpg,9,68,227,283,pistol
dataset/export/armas (2711).jpg.rf.9bdbb73e723316f71b75869e521c6de7.jpg,8,402,10,408,pistol
dataset/export/armas (2426).jpg.rf.8a3795de4a3f7a02819161b90d94b53f.jpg,0,402,10,406,pistol
dataset/export/armas (1309).jpg.rf.c9595a5a7e499a656eb8dfe70108316e.jpg,126,377,200,387,pistol
dataset/export/armas (2829).jpg.rf.03dee90e2c44c351b1179f0f8ca15086.jpg,73,96,203,221,pistol
dataset/export/armas (1773).jpg.rf.df0d869705be8352c83d9b530a8b2cb6.jpg,13,367,25,383,pistol
dataset/export/armas (2507).jpg.rf.168480c9a6448aad5bdd3091fbe73fae.jpg,5,392,10,411,pistol
dataset/export/armas (290).jpg.rf.069088ea2a46c03bcd94e131b47e04a3.jpg,128,254,294,360,pistol
dataset/export/armas (1718).jpg.rf.85b66945ade78dcc2d96a7bc7bbc9315.jpg,9,0,12,401,pistol
dataset/export/armas (2132).jpg.rf.c393df9feb71f64ee710e8333cdacf77.jpg,131,225,202,304,pistol
dataset/export/armas (1616).jpg.rf.69f880cd2b1a0da5c82ff49a907bc3b6.jpg,42,310,78,386,pistol
dataset/export/armas (847).jpg.rf.703eed03096fa527ddb4fdf98230f91f.jpg,53,292,126,347,pistol
dataset/export/armas (1288).jpg.rf.0fba67ab1da5a72e1567a3277c76a157.jpg,104,121,145,166,pistol
dataset/export/armas (1005).jpg.rf.6d8fbd12f1d77648ebe0597cb780fe09.jpg,117,239,125,291,pistol
dataset/export/armas (2785).jpg.rf.4fc27abb252d43857f026baa53f1b116.jpg,18,381,30,402,pistol
dataset/export/armas (1725).jpg.rf.5fba29ba24956a9c0d2d8542b0dbe55e.jpg,0,389,42,392,pistol
dataset/export/armas (904).jpg.rf.93d677e64c51ca9d67b61ba5e214b2d3.jpg,92,132,184,227,pistol
dataset/export/armas (260).jpg.rf.0ab9cfcb0345eb8428e6f2acfba4beef.jpg,41,110,208,260,pistol
dataset/export/armas (260).jpg.rf.0ab9cfcb0345eb8428e6f2acfba4beef.jpg,155,208,189,279,pistol
dataset/export/armas (260).jpg.rf.0ab9cfcb0345eb8428e6f2acfba4beef.jpg,202,354,329,415,pistol
dataset/export/armas (2222).jpg.rf.2ac49853b66137a528dd0a73f58b5ff2.jpg,3,406,16,411,pistol
dataset/export/armas (1073).jpg.rf.90fd8d64ce478c24d9eee71a7a31ceee.jpg,44,208,243,374,pistol
dataset/export/armas (2909).jpg.rf.00e36f4c4191d75be1b9a0cae3bcc0d1.jpg,146,217,156,247,pistol
dataset/export/armas (1733).jpg.rf.0dd2a557fd65bb6e5debc94835452373.jpg,58,137,93,316,pistol
dataset/export/armas (1733).jpg.rf.0dd2a557fd65bb6e5debc94835452373.jpg,16,389,221,409,pistol
dataset/export/armas (2076).jpg.rf.dd476519794fb0d7401c4eaa7f45d35c.jpg,27,365,34,370,pistol
dataset/export/armas (985).jpg.rf.a3cb9d7094e4714d21cb19e64759a508.jpg,118,229,289,410,pistol
dataset/export/armas (2699).jpg.rf.6ec6fee11f3d8e5dc582323408f54b4c.jpg,18,392,24,400,pistol
dataset/export/armas (2024).jpg.rf.9a4921be1814418e82bb3a0c05800a75.jpg,71,370,89,371,pistol
dataset/export/armas (2485).jpg.rf.b04df0e4939f94b163950c46195549bc.jpg,5,409,14,411,pistol
dataset/export/armas (2411).jpg.rf.cf0bab53a932234edafd67351f1db039.jpg,3,395,7,411,pistol
dataset/export/armas (1302).jpg.rf.361b795843c27bec3e449633e12a3b8f.jpg,24,354,71,398,pistol
dataset/export/armas (792).jpg.rf.131a545e44f137cdbdde4d6e20ab0fc9.jpg,86,202,116,291,pistol
dataset/export/armas (1936).jpg.rf.f427e761843a2777cf9862c3f837aac5.jpg,82,249,218,369,pistol
dataset/export/armas (2192).jpg.rf.36711ae06d2a7ebe9d64f8e14f41938c.jpg,3,402,5,406,pistol
dataset/export/armas (2665).jpg.rf.5c86bab6fd9ced3bb9b515951dc69bad.jpg,7,402,10,408,pistol
dataset/export/armas (2758).jpg.rf.ed2b50f60fde5cf1f4497ca5fa39cf2c.jpg,5,406,10,413,pistol
dataset/export/armas (2131).jpg.rf.0eb906c64bc09ccbb255e6d733632a00.jpg,226,270,318,408,pistol
dataset/export/armas (465).jpg.rf.c8cc7c16586304122ae8a92f6eac9ac6.jpg,81,144,158,235,pistol
dataset/export/armas (2754).jpg.rf.4b60e7d173764e559b9de888220ad55b.jpg,23,357,128,387,pistol
dataset/export/armas (690).jpg.rf.d6304ff5bfcea5e3ed2f9ba659e973fe.jpg,75,176,173,405,pistol
dataset/export/armas (690).jpg.rf.d6304ff5bfcea5e3ed2f9ba659e973fe.jpg,9,119,46,209,pistol
dataset/export/armas (690).jpg.rf.d6304ff5bfcea5e3ed2f9ba659e973fe.jpg,171,263,194,362,pistol
dataset/export/armas (690).jpg.rf.d6304ff5bfcea5e3ed2f9ba659e973fe.jpg,142,347,267,392,pistol
dataset/export/armas (690).jpg.rf.d6304ff5bfcea5e3ed2f9ba659e973fe.jpg,174,343,351,404,pistol
dataset/export/armas (690).jpg.rf.d6304ff5bfcea5e3ed2f9ba659e973fe.jpg,29,176,137,233,pistol
dataset/export/armas (690).jpg.rf.d6304ff5bfcea5e3ed2f9ba659e973fe.jpg,13,145,223,305,pistol
dataset/export/armas (690).jpg.rf.d6304ff5bfcea5e3ed2f9ba659e973fe.jpg,21,144,294,363,pistol
dataset/export/armas (2005).jpg.rf.b1bf8c472fa7fa950221ff6b30628a07.jpg,67,247,219,361,pistol
dataset/export/armas (309).jpg.rf.cb4fc4b37457b6effd0e82b0e6b8be15.jpg,28,272,30,407,pistol
dataset/export/armas (927).jpg.rf.868bb8b23f6c5b85e36d2f732987a7d2.jpg,85,231,266,350,pistol
dataset/export/armas (225).jpg.rf.47134275e2afcb8e67e4d7f741182299.jpg,25,254,112,298,pistol
dataset/export/armas (803).jpg.rf.4198e5b350b56b0a5d9a50de26c2a0cd.jpg,10,216,18,266,pistol
dataset/export/armas (368).jpg.rf.4fb196258ed9a89ce1fa1cf54e7671b4.jpg,120,158,141,208,pistol
dataset/export/armas (2575).jpg.rf.f9c63a89642ee52721cb4ad63778f76b.jpg,3,399,14,411,pistol
dataset/export/armas (941).jpg.rf.5aa6318c8a4a58177f404b4c37f68c25.jpg,7,372,61,387,pistol
dataset/export/armas (1129).jpg.rf.fce2ca3c86a6761cba6afbb51c9f1eff.jpg,56,297,146,332,pistol
dataset/export/armas (122).jpg.rf.5e6c6315b82617c82901f570eac4e7ea.jpg,16,160,160,235,pistol
dataset/export/armas (1325).jpg.rf.e99e55bf4f31b75c05ecf8150712b3d1.jpg,12,365,33,405,pistol
dataset/export/armas (1266).jpg.rf.c3407b18b4c0d24a19629809f49ba720.jpg,122,164,235,305,pistol
dataset/export/armas (2356).jpg.rf.3f2a3cb90bd69f0a6e56c5345a660cc5.jpg,29,390,101,413,pistol
dataset/export/armas (2258).jpg.rf.800c01a4739589a37665de9d568ee4c3.jpg,3,402,10,408,pistol
dataset/export/armas (2401).jpg.rf.a30bb966df23e7c8a22393d88f76b53b.jpg,26,388,31,403,pistol
dataset/export/armas (2251).jpg.rf.997cf10a01559372cc5b953854ebcf30.jpg,3,392,18,408,pistol
dataset/export/armas (2681).jpg.rf.71af99bc12c8e0043519c6d6458bae48.jpg,5,395,10,406,pistol
dataset/export/armas (1575).jpg.rf.d365911f32606e5eb0c2872f77c3eabb.jpg,13,203,203,368,pistol
dataset/export/armas (1575).jpg.rf.d365911f32606e5eb0c2872f77c3eabb.jpg,193,398,210,401,pistol
dataset/export/armas (1575).jpg.rf.d365911f32606e5eb0c2872f77c3eabb.jpg,24,191,48,208,pistol
dataset/export/armas (1575).jpg.rf.d365911f32606e5eb0c2872f77c3eabb.jpg,34,145,240,389,pistol
dataset/export/armas (2307).jpg.rf.ae6ca23519986913631587170b9039e4.jpg,3,398,10,413,pistol
dataset/export/armas (1225).jpg.rf.5fafe8348e8d760941e8019f724147f5.jpg,139,221,257,321,pistol
dataset/export/armas (1225).jpg.rf.5fafe8348e8d760941e8019f724147f5.jpg,204,305,298,359,pistol
dataset/export/armas (2340).jpg.rf.b4ad097036f3a0fa9e621970f82a4c36.jpg,17,399,21,400,pistol
dataset/export/armas (2089).jpg.rf.7b992482fbd666678f8e4a1efbd61a68.jpg,48,184,172,259,pistol
dataset/export/armas (824).jpg.rf.4f0c2e4b93de09d11163d68ab864db3c.jpg,15,366,65,399,pistol
dataset/export/armas (875).jpg.rf.69d21d6c9d73c0e68c3ebed3b4e031d4.jpg,7,210,42,411,pistol
dataset/export/armas (2424).jpg.rf.8813fd4f652d65c9bd9eebf51e7b6d02.jpg,7,408,13,409,pistol
dataset/export/armas (2830).jpg.rf.ca56aff0c13423bb41a5842b0f552d01.jpg,86,140,144,233,pistol
dataset/export/armas (1513).jpg.rf.1616325c9967bc82b9101477e8b42f6d.jpg,110,145,252,296,pistol
dataset/export/armas (231).jpg.rf.56e2f9c3d0082153e99d032d4854628c.jpg,164,212,342,408,pistol
dataset/export/armas (2982).jpg.rf.3dd20617030fab0b08313dacff36e3b2.jpg,133,263,149,280,pistol
dataset/export/armas (149).jpg.rf.6aef56c23436327f88bac92c7a1435f6.jpg,167,287,217,350,pistol
dataset/export/armas (1470).jpg.rf.83779cb58a4aaaeba73089cb78a1d521.jpg,9,362,20,399,pistol
dataset/export/armas (439).jpg.rf.ca6c2101b556af139b65ac078b6d1b92.jpg,11,160,163,333,pistol
dataset/export/armas (168).jpg.rf.d0379ea87f0a4f4368f609fad8820af1.jpg,11,218,135,278,pistol
dataset/export/armas (1283).jpg.rf.fdbe12b57107085ba3434de671e51223.jpg,25,199,156,255,pistol
dataset/export/armas (832).jpg.rf.de463b5f81e56b9d22e0864250cc040f.jpg,4,392,10,408,pistol
dataset/export/armas (113).jpg.rf.971c8a7f86a2b764871359525f6c930c.jpg,110,223,228,281,pistol
dataset/export/armas (170).jpg.rf.03e9fd3b285b2e94c6e1a36ab81f9092.jpg,1,115,120,374,pistol
dataset/export/armas (170).jpg.rf.03e9fd3b285b2e94c6e1a36ab81f9092.jpg,69,224,104,349,pistol
dataset/export/armas (170).jpg.rf.03e9fd3b285b2e94c6e1a36ab81f9092.jpg,106,319,173,328,pistol
dataset/export/armas (170).jpg.rf.03e9fd3b285b2e94c6e1a36ab81f9092.jpg,78,302,249,407,pistol
dataset/export/armas (170).jpg.rf.03e9fd3b285b2e94c6e1a36ab81f9092.jpg,96,258,354,415,pistol
dataset/export/armas (1458).jpg.rf.0d0f5ca639beb53fd2c23cac8759b34a.jpg,26,321,110,385,pistol
dataset/export/armas (1654).jpg.rf.eca578413516cf9014eb43e591b12cf1.jpg,25,377,29,391,pistol
dataset/export/armas (965).jpg.rf.3018e3557d2df019732cf1a40dee2117.jpg,26,142,259,384,pistol
dataset/export/armas (1034).jpg.rf.9b47eaf72b6ef20248bd4a515a0840c2.jpg,105,282,197,374,pistol
dataset/export/armas (82).jpg.rf.a20d8ddbf301f40ef9b02fe3737c67b4.jpg,71,172,140,271,pistol
